"Timestamp","ProcessMemory","Prediction","PredictionTimeMS"
2020-02-01 13:42:26,9.01645547965162,67.7180998660624,338.700793514212
2020-02-01 13:52:24,9.13045320084954,51.7239834982902,338.534386959355
2020-02-01 13:54:13,9.08992256432002,65.8638914236799,471.502570385823
2020-02-01 14:16:07,9.54954659210201,66.7227358222008,364.43514451045
2020-02-01 14:19:35,8.78575750329471,57.8788849879056,455.220734132194
2020-02-01 14:21:05,9.21883868241346,55.9334398489445,344.970258002339
2020-02-01 15:03:57,8.28549157224354,57.672836471349,445.859757661007
2020-02-01 15:12:57,9.45049072718286,54.9613587353379,325.135219155719
2020-02-01 15:17:40,8.65947877484813,53.2586009688675,418.27520582689
2020-02-01 15:46:00,8.97438005401787,60.567150644958,390.363512358632
2020-02-01 16:26:45,9.15342153204309,47.4888803279027,303.987401644272
2020-02-01 16:45:00,9.53634436844711,63.2402739170939,460.167694187913
2020-02-01 17:13:52,9.37154036375013,66.8360064113513,292.079238328329
2020-02-01 17:39:32,8.95698102184392,64.0254964716733,169.261394848638
2020-02-01 17:40:43,8.54189318202488,47.3745021037757,355.38349302697
2020-02-01 17:51:53,8.37517817516229,65.3732764991,313.602743312598
2020-02-01 17:57:21,9.04384308525356,42.9139127600938,381.071399535255
2020-02-01 18:03:58,8.47982490937319,50.4486193498597,308.756019364362
2020-02-01 18:12:27,9.47507082974537,53.2723384797573,274.984080838361
2020-02-01 19:36:15,8.46489345082958,55.1521157650277,332.154477896171
2020-02-01 19:59:44,9.15544740682342,55.3251823903993,430.288615555822
2020-02-01 20:07:44,8.21774963146316,65.4408811395988,472.393652362498
2020-02-01 21:09:01,7.76888109873844,59.5906478706747,518.420544451899
2020-02-01 21:50:21,8.97845295458945,48.5662079257891,325.292056563522
2020-02-01 22:24:17,8.53079620124813,63.3166419463232,398.822736595464
2020-02-01 22:34:54,8.6832356033677,43.2271586097777,299.323366123279
2020-02-01 22:40:14,9.25299742260206,57.8598224362358,329.296577585908
2020-02-01 22:48:58,9.25653560191633,61.9813134279102,218.646895642157
2020-02-01 23:25:29,8.73833287059862,56.1120904991403,404.093224587528
2020-02-01 23:47:11,8.71899036107986,61.6359254000708,364.476714889765
2020-02-01 23:57:19,8.966880643398,66.3795232381672,271.589813596455
2020-02-02 00:56:45,8.78009153254243,58.7381918299943,420.437277446545
2020-02-02 01:00:25,8.80177158991884,54.7184178289026,334.475568318342
2020-02-02 01:13:16,8.81678641800259,57.1961220456287,294.098474028622
2020-02-02 01:23:17,8.67651539319263,58.3179068369791,395.230230437736
2020-02-02 01:43:47,9.25198517178383,53.0385363409296,444.304953818217
2020-02-02 01:46:31,9.62019611088573,65.7751200171188,335.28984701846
2020-02-02 01:48:29,9.84398484442872,43.6367920022458,339.002712973079
2020-02-02 02:01:40,9.32603841868528,43.6266823932528,251.568370167876
2020-02-02 02:05:31,8.77881162843241,62.3755422113463,425.232278927813
2020-02-02 02:48:58,8.90442807462217,44.8726577395573,381.577785737623
2020-02-02 03:17:00,8.59361092024214,45.1360558429733,495.994376123892
2020-02-02 03:50:23,9.72692580082333,48.175462349318,481.187685570618
2020-02-02 04:01:22,8.62669593788883,48.210308611393,391.786224595356
2020-02-02 04:14:08,9.11726243409694,45.7561396528035,257.911616730903
2020-02-02 04:23:07,9.53206574904566,62.1540472321212,416.566749304126
2020-02-02 04:25:41,8.82694205707598,52.1817338978872,356.313478654264
2020-02-02 04:38:13,9.28455811781978,42.6612630682066,455.765354453459
2020-02-02 04:44:48,8.87403750481265,45.334055214189,355.79163213917
2020-02-02 04:52:04,8.50225689728618,43.0223813680932,291.817759445667
2020-02-02 04:54:11,8.35729256598381,45.1746422164142,261.668851472671
2020-02-02 05:05:39,9.5067511105869,60.5339295295998,307.322321623434
2020-02-02 05:19:32,9.18596401247658,60.4047618275508,425.971917817531
2020-02-02 05:23:09,8.97232248246477,69.0946314185858,359.199785211862
2020-02-02 05:36:21,8.71154302924382,57.2380838431418,365.15447982144
2020-02-02 05:44:56,8.66496358647436,52.4980186931789,431.987774518095
2020-02-02 06:00:50,8.58862885043137,47.7537281122059,359.415043643985
2020-02-02 06:07:19,8.5914769622405,58.4975049635395,384.12019746353
2020-02-02 06:19:09,9.34828233183799,54.6485044909641,308.746562559075
2020-02-02 06:32:36,9.26444312563794,44.0271796714514,393.698328133755
2020-02-02 06:53:11,9.74944953352723,42.1359986979514,345.939173007889
2020-02-02 06:56:52,8.94205781830102,45.1478296490386,398.874211263096
2020-02-02 08:25:27,8.32272497403341,60.3166717616841,442.622366966621
2020-02-02 08:38:02,8.75857404994152,53.2460001232103,395.890670700642
2020-02-02 08:46:42,8.31106762111375,56.4144432879984,430.007589594817
2020-02-02 08:50:05,9.79286145264072,69.2573596090078,372.699523948559
2020-02-02 08:51:36,8.07547455047795,51.2712692841887,399.049172005382
2020-02-02 08:51:50,9.18810152192973,51.5661537284032,322.415448418532
2020-02-02 08:56:21,9.28262646832085,54.3135455679148,284.276490210351
